Fe,Ni,Co,Cr,Mn,C,Mo,Si,Cu,Al,W,V,Ti,Nb,Tensile Strength: Ultimate (UTS) (psi),compositional_sum_flag
98.4,0.0,0.0,0.0,0.85,0.12,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,530.0,PASS
98.75,0.0,0.0,0.0,0.8,0.11,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.2,0.0,0.0,0.0,0.9,0.12,0.0,0.3,0.3,0.0,0.0,0.075,0.03,0.03,620.0,PASS
99.9675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,PASS
98.4,0.0,0.0,0.0,0.85,0.12,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,530.0,PASS
99.9675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,PASS
97.25,0.2,0.0,0.15,1.5,0.19,0.04,0.3,0.15,0.03,0.0,0.1149999999999999,0.025,0.035,620.0,PASS
97.95,0.2,0.0,0.2,0.75,0.61,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,730.0,PASS
97.96,0.2,0.0,0.15,0.95,0.205,0.06,0.3,0.15,0.0,0.0,0.015,0.0,0.0,510.0,PASS
97.81,0.2,0.0,0.15,1.1,0.215,0.06,0.3,0.15,0.0,0.0,0.015,0.0,0.0,560.0,PASS
97.25,0.2,0.0,0.15,1.5,0.19,0.04,0.3,0.15,0.03,0.0,0.1149999999999999,0.025,0.035,690.0,PASS
97.59,0.25,0.0,0.15,1.3,0.1,0.05,0.25,0.175,0.04,0.0,0.06,0.015,0.025,540.0,PASS
98.68,0.0,0.0,0.0,0.65,0.355,0.0,0.15,0.125,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.58,0.0,0.0,0.0,0.65,0.4599999999999999,0.0,0.15,0.125,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.99,0.25,0.0,0.15,1.05,0.08,0.04,0.2,0.15,0.022,0.0,0.025,0.015,0.025,440.0,PASS
97.55,0.25,0.0,0.15,1.4,0.09,0.04,0.25,0.15,0.022,0.0,0.05,0.015,0.025,550.0,PASS
97.8,0.0,0.0,0.0,1.65,0.225,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.215,0.0,0.0,0.0,0.4499999999999999,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,400.0,PASS
99.16,0.0,0.0,0.0,0.4499999999999999,0.1,0.0,0.15,0.125,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.35,0.2,0.0,0.2,1.5499999999999998,0.38,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.25,0.0,0.0,0.0,1.3,0.175,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,530.0,PASS
99.085,0.0,0.0,0.0,0.4499999999999999,0.15,0.0,0.15,0.125,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.85,0.2,0.0,0.2,1.25,0.2,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.13,0.0,0.0,0.0,0.4499999999999999,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
99.19,0.0,0.0,0.0,0.4499999999999999,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,420.0,PASS
98.775,0.0,0.0,0.0,0.75,0.1699999999999999,0.0,0.15,0.125,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.565,0.2,0.0,0.2,0.55,0.205,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
99.06,0.0,0.0,0.0,0.4499999999999999,0.2,0.0,0.15,0.125,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.49,0.2,0.0,0.2,0.55,0.255,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.9,0.0,0.0,0.0,1.5,0.285,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.6,0.2,0.0,0.2,1.5,0.285,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.69,0.0,0.0,0.0,0.65,0.355,0.0,0.15,0.125,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.29,0.2,0.0,0.2,0.65,0.355,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.19,0.2,0.0,0.2,0.65,0.4599999999999999,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.59,0.0,0.0,0.0,0.65,0.4599999999999999,0.0,0.15,0.125,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.0,0.2,0.0,0.2,0.75,0.56,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.85,0.0,0.0,0.0,0.75,0.56,0.0,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.95,0.2,0.0,0.2,0.75,0.61,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.55,0.0,0.0,0.0,1.05,0.56,0.0,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.65,0.0,0.0,0.0,0.95,0.7,0.0,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.7,0.0,0.0,1.5,0.35,1.015,0.05,0.25,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.15,0.0,0.0,0.575,0.875,0.2,0.0,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.05,0.0,0.0,1.05,1.05,1.015,0.05,0.6,0.15,0.025,0.0,0.0,0.0,0.0,630.0,PASS
96.1,0.0,0.0,1.5499999999999998,1.5499999999999998,1.015,0.05,0.6,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
96.55,0.0,0.0,1.5499999999999998,1.1,1.015,0.05,0.6,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.5,0.0,0.0,0.95,1.15,0.165,0.0,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.2,0.0,0.0,1.15,1.25,0.195,0.0,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
93.7,4.05,0.0,1.2,0.4,0.16,0.25,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
93.9,3.55,0.0,1.4500000000000002,0.55,0.175,0.2,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
96.7,0.0,0.0,1.85,0.7,1.015,0.275,0.3,0.15,0.025,0.0,0.0,0.0,0.0,660.0,PASS
97.1,0.0,0.0,1.85,0.35,1.015,0.2249999999999999,0.3,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
96.6,0.0,0.0,1.85,0.7,1.015,0.45,0.25,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
95.85,0.0,0.0,1.95,0.95,1.015,0.55,0.5,0.15,0.025,0.0,0.0,0.0,0.0,670.0,PASS
85.45,0.0,0.0,13.5,0.5,0.4649999999999999,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,710.0,PASS
85.1,0.0,0.0,13.5,0.5,0.6499999999999999,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,720.0,PASS
81.35,0.0,0.0,17.0,0.5,1.1,0.6000000000000001,0.5,0.0,0.0,0.0,0.0,0.0,0.0,730.0,PASS
79.75,0.0,0.0,18.0,0.5,0.925,1.1,0.5,0.0,0.0,0.0,0.095,0.0,0.0,730.0,PASS
89.94999999999999,0.0,0.0,4.1,0.25,0.81,4.25,0.2,0.15,0.0,0.125,1.0,0.0,0.0,720.0,PASS
82.2,0.0,0.0,4.1,0.2,0.8200000000000001,4.95,0.2,0.15,0.0,6.35,1.85,0.0,0.0,720.0,PASS
86.55000000000001,3.4000000000000004,0.0,4.1,0.25,0.125,4.25,0.175,0.05,0.0,0.075,1.15,0.0,0.0,770.0,PASS
75.65,0.0,0.0,4.1,0.2,0.75,0.3,0.2,0.15,0.0,18.25,1.15,0.0,0.0,770.0,PASS
98.0,0.0,0.0,0.8,0.8,0.2,0.0,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.6,0.0,0.0,1.05,0.75,0.43,0.2249999999999999,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.6,0.0,0.0,1.05,0.75,0.15,0.2,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
97.6,0.0,0.0,1.05,0.75,0.2,0.2,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
98.0,0.0,0.0,0.575,0.875,0.2,0.15,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
96.5,1.8,0.0,0.5,0.55,0.2,0.25,0.2,0.15,0.025,0.0,0.0,0.0,0.0,652.4829777576033,PASS
67.80000000000001,13.0,0.0,17.5,1.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
69.5,11.0,0.0,17.5,1.0,0.075,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,520.0,PASS
57.0,12.5,0.0,22.0,5.0,0.03,2.25,0.5,0.0,0.0,0.0,0.2,0.0,0.2,650.0,PASS
64.05000000000001,14.0,0.0,17.5,1.0,0.015,2.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,590.0,PASS
62.85,36.0,0.0,0.125,0.25,0.025,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,450.0,PASS
62.7,36.0,0.0,0.125,0.25,0.025,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,440.0,PASS
54.05,16.0,0.0,20.75,5.0,0.015,3.25,0.5,0.0,0.0,0.0,0.0,0.0,0.125,690.0,PASS
61.8,8.5,0.0,17.0,8.0,0.025,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,PASS
85.95,0.0,0.0,13.0,0.5,0.04,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
85.75,0.0,0.0,13.0,0.5,0.04,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,500.0,PASS
86.55000000000001,0.65,0.0,11.5,0.75,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
85.1,0.0,0.0,13.0,0.75,0.105,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
85.75,0.375,0.0,12.5,0.75,0.1149999999999999,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
84.3,1.5,0.0,12.75,0.5,0.05,0.35,0.5,0.0,0.0,0.0,0.0,0.0,0.0,670.0,PASS
85.65,0.5,0.0,12.5,0.5,0.075,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,700.0,PASS
81.95,0.0,0.0,17.0,0.5,0.04,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,520.0,PASS
80.55,1.4,0.0,17.0,0.5,0.04,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,580.0,PASS
67.3,1.5,0.0,17.75,12.5,0.075,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
85.5,0.0,0.0,13.0,0.75,0.205,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
85.85,0.0,0.0,13.0,0.5,0.145,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
85.4,0.0,0.0,13.0,0.75,0.305,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
85.19999999999999,0.0,0.0,12.75,0.75,0.285,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
85.05,0.0,0.0,13.5,0.5,0.39,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
85.05,0.0,0.0,13.5,0.5,0.4649999999999999,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
84.5,0.0,0.0,13.25,1.0,0.4649999999999999,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,690.0,PASS
80.55000000000001,2.0,0.0,16.0,0.75,0.1699999999999999,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
73.3,1.95,0.0,22.75,1.0,0.015,0.225,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
81.44999999999999,0.0,0.0,16.5,0.75,0.135,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
80.80000000000001,0.0,0.0,17.0,0.75,0.04,0.4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,530.0,PASS
85.5,1.15,0.0,12.0,0.65,0.05,0.25,0.2,0.15,0.0,0.0,0.04,0.0,0.0,652.4829777576033,PASS
82.85,0.0,0.0,15.0,0.5,0.675,0.6000000000000001,0.35,0.0,0.0,0.0,0.0,0.0,0.0,770.0,PASS
83.7,0.0,0.0,14.0,0.5,0.54,0.65,0.5,0.0,0.0,0.0,0.075,0.0,0.0,652.4829777576033,PASS
78.9,0.0,0.0,18.0,0.5,0.925,1.1,0.5,0.0,0.0,0.0,0.095,0.0,0.0,750.0,PASS
80.8,0.0,0.0,17.0,0.5,0.04,1.15,0.5,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
83.15,0.0,0.0,14.5,0.5,0.5,0.65,0.5,0.0,0.0,0.0,0.15,0.0,0.0,750.0,PASS
80.30000000000001,0.5,0.0,16.5,0.75,0.39,1.05,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
80.65,0.25,0.0,15.25,0.5,0.425,1.75,0.5,0.0,0.0,0.0,0.75,0.0,0.0,652.4829777576033,PASS
80.35,0.0,0.0,17.0,0.5,1.1,0.6000000000000001,0.5,0.0,0.0,0.0,0.0,0.0,0.0,800.0,PASS
80.9,0.2,0.0,15.75,0.4,0.525,0.3,1.5,0.0,0.0,0.0,0.3,0.0,0.0,730.0,PASS
70.25,1.65,0.0,21.5,5.0,0.02,0.45,0.5,0.45,0.0,0.0,0.0,0.0,0.0,780.0,PASS
70.65,9.25,0.0,18.5,1.0,0.035,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
68.4,12.0,0.0,18.0,1.0,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
70.65,9.0,0.0,18.0,1.0,0.05,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
68.4,11.0,0.0,19.0,1.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
70.65,9.25,0.0,18.5,1.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
69.95,9.5,0.0,19.0,0.75,0.035,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,510.0,PASS
68.6,10.5,0.0,19.0,1.0,0.015,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,490.0,PASS
72.2,7.75,0.0,17.5,1.0,0.1,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
69.80000000000001,10.0,0.0,18.5,1.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,650.0,PASS
81.35,4.0,0.0,13.0,0.75,0.025,0.5,0.35,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
69.80000000000001,9.5,0.0,19.0,1.0,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,630.0,PASS
81.6,4.25,0.0,12.75,0.5,0.03,0.35,0.5,0.0,0.0,0.0,0.0,0.0,0.0,860.0,PASS
73.80000000000001,7.0,0.0,17.5,1.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,740.0,PASS
74.4,7.0,0.0,17.0,1.0,0.035,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,640.0,PASS
71.4,9.0,0.0,18.0,1.0,0.09,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,650.0,PASS
52.7,21.0,0.0,25.0,1.0,0.01,0.1,0.125,0.0,0.0,0.0,0.0,0.0,0.0,570.0,PASS
65.80000000000001,6.5,0.0,26.0,0.75,0.025,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,660.0,PASS
62.25,15.0,0.0,17.5,1.0,0.0075,0.1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,630.0,PASS
69.9,4.5,0.0,23.25,1.0,0.015,0.35,0.5,0.35,0.0,0.0,0.0,0.0,0.0,730.0,PASS
66.6,7.5,0.0,18.5,6.25,0.11,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,850.0,PASS
70.55000000000001,4.5,0.0,16.75,7.0,0.015,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
71.25,4.5,0.0,17.0,6.5,0.075,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,790.0,PASS
67.25,5.0,0.0,18.0,9.0,0.075,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,750.0,PASS
65.7,5.5,0.0,18.0,9.5,0.075,0.25,0.4499999999999999,0.2,0.0,0.0,0.0,0.0,0.0,800.0,PASS
70.75,3.25,0.0,18.75,6.5,0.05,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,750.0,PASS
65.1,3.0,0.0,18.0,13.0,0.04,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
67.15,11.5,0.0,17.5,1.0,0.035,2.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
67.15,11.5,0.0,17.5,1.0,0.015,2.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
76.94999999999999,5.0,0.0,16.0,0.5,0.03,1.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,860.0,PASS
67.30000000000001,11.25,0.0,17.5,1.0,0.015,2.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,680.0,PASS
66.7,10.5,0.0,19.0,0.75,0.035,2.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,510.0,PASS
66.35,10.5,0.0,19.0,1.0,0.015,2.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,490.0,PASS
62.45,7.0,0.0,25.0,1.0,0.015,3.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,850.0,PASS
76.3,5.0,0.0,16.0,0.5,0.03,1.75,0.4,0.0,0.0,0.0,0.0,0.0,0.0,870.0,PASS
64.7,11.5,0.0,19.0,0.75,0.035,3.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,490.0,PASS
79.15,5.5,0.0,12.5,0.25,0.015,2.0,0.25,0.0,0.0,0.0,0.3,0.005,0.0,652.4829777576033,PASS
48.8,25.0,0.0,20.0,0.5,0.015,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
61.8,7.25,0.0,25.0,0.75,0.015,3.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,730.0,PASS
76.7,5.0,0.0,16.0,0.75,0.03,1.15,0.35,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
84.0,0.0,0.0,13.75,0.5,0.39,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
77.45,4.75,0.0,16.5,0.5,0.03,0.35,0.4,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
80.15,4.5,0.0,12.0,1.0,0.01,1.55,0.25,0.5,0.0,0.0,0.0,0.0,0.0,850.0,PASS
77.15,6.5,0.0,12.0,1.0,0.01,2.55,0.25,0.5,0.0,0.0,0.0,0.0,0.0,850.0,PASS
70.5,4.85,0.0,18.5,1.6,0.015,2.75,1.7,0.0,0.0,0.0,0.0,0.0,0.0,800.0,PASS
65.55000000000001,12.5,0.0,17.5,1.0,0.015,2.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,690.0,PASS
66.4,11.75,0.0,17.5,1.0,0.015,2.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,610.0,PASS
64.55000000000001,12.25,0.0,18.0,1.0,0.015,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,660.0,PASS
63.9,13.75,0.0,18.0,1.0,0.015,2.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,610.0,PASS
66.4,11.75,0.0,17.5,1.0,0.025,2.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,620.0,PASS
61.9,14.5,0.0,18.5,1.0,0.015,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,620.0,PASS
62.8,13.5,0.0,17.5,1.0,0.015,4.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,680.0,PASS
64.95,11.5,0.0,19.0,1.0,0.025,2.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,490.0,PASS
63.3,13.5,0.0,17.5,0.75,0.015,4.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,490.0,PASS
65.85,12.0,0.0,17.6,1.0,0.0175,2.55,0.5,0.5,0.0,0.0,0.0,0.0,0.0,620.0,PASS
60.4,6.0,0.0,26.0,0.75,0.015,3.0,0.5,3.15,0.0,0.0,0.0,0.0,0.0,750.0,PASS
46.6,28.0,0.0,20.5,1.0,0.015,2.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,510.0,PASS
64.7,5.5,0.0,26.5,1.0,0.025,1.65,0.5,0.0,0.0,0.0,0.0,0.0,0.0,750.0,PASS
67.80000000000001,5.5,0.0,22.0,1.0,0.015,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,780.0,PASS
49.25,22.0,0.0,25.0,1.0,0.01,2.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,640.0,PASS
63.55,6.25,0.0,25.5,1.0,0.015,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,730.0,PASS
61.150000000000006,7.0,0.0,26.0,0.5,0.015,4.0,0.5,0.65,0.0,0.0,0.0,0.0,0.0,740.0,PASS
67.80000000000001,5.5,0.0,22.0,1.0,0.015,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,680.0,PASS
65.15,5.5,0.0,26.0,1.0,0.025,1.65,0.5,0.0,0.0,0.0,0.0,0.0,0.0,670.0,PASS
60.1,6.65,0.0,29.0,1.15,0.015,2.05,0.25,0.4,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
70.5,2.5,0.0,20.5,5.0,0.015,0.35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
68.80000000000001,10.5,0.0,19.0,0.75,0.015,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,560.0,PASS
66.30000000000001,10.5,0.0,19.0,1.0,0.015,2.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,560.0,PASS
61.7,7.0,0.0,25.0,0.5,0.015,3.5,0.5,0.75,0.0,0.75,0.0,0.0,0.0,830.0,PASS
61.1,7.0,0.0,25.0,1.0,0.015,3.5,0.35,1.75,0.0,0.0,0.0,0.0,0.0,840.0,PASS
65.55000000000001,10.5,0.0,19.0,0.75,0.015,3.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,570.0,PASS
79.94999999999999,0.0,0.0,18.0,0.5,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.35,0.65,530.0,PASS
81.5,0.0,0.0,17.0,0.5,0.025,0.0,0.5,0.0,0.0,0.0,0.0,0.475,0.0,510.0,PASS
81.45,0.0,0.0,17.0,0.5,0.025,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,510.0,PASS
87.15,0.0,0.0,11.5,0.5,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.325,0.0,470.0,PASS
80.4,0.0,0.0,17.0,0.5,0.0125,1.1,0.5,0.0,0.0,0.0,0.0,0.475,0.0,480.0,PASS
62.5,6.25,0.0,25.5,1.0,0.015,3.0,0.5,1.05,0.0,0.0,0.0,0.0,0.0,730.0,PASS
86.15,1.0,0.0,11.5,0.75,0.04,0.0,0.35,0.0,0.0,0.0,0.0,0.1999999999999999,0.0,550.0,PASS
60.9,6.0,0.0,25.5,0.75,0.015,3.0,0.5,3.15,0.0,0.0,0.0,0.0,0.0,730.0,PASS
65.7,10.5,0.0,19.0,0.75,0.015,3.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,490.0,PASS
82.0,0.0,0.0,17.0,0.25,0.0125,0.0,0.25,0.0,0.0,0.0,0.0,0.475,0.0,480.0,PASS
77.85,0.0,0.0,18.5,0.5,0.0125,2.15,0.5,0.0,0.0,0.0,0.0,0.475,0.0,520.0,PASS
77.95,0.0,0.0,18.25,0.25,0.015,2.25,0.5,0.0,0.02,0.0,0.0,0.475,0.0,520.0,PASS
74.7,4.5,0.0,16.0,0.5,0.035,0.4,0.4,3.25,0.0,0.0,0.0,0.0,0.175,652.4829777576033,PASS
80.25,0.0,0.0,17.0,0.5,0.04,1.1,0.5,0.0,0.0,0.0,0.0,0.0,0.55,540.0,PASS
42.95,29.0,0.0,20.5,0.75,0.03,2.5,0.75,3.5,0.0,0.0,0.0,0.0,0.0,480.0,PASS
46.55,25.0,0.0,20.0,0.5,0.01,6.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0,750.0,PASS
75.85,9.0,0.0,12.0,0.05,0.0075,2.05,0.05,0.0,0.7,0.0,0.0,0.325,0.0,652.4829777576033,PASS
41.2,25.5,0.0,25.0,1.0,0.01,5.2,0.35,1.5,0.0,0.0,0.0,0.0,0.0,700.0,PASS
47.45,25.0,0.0,20.0,1.0,0.01,4.5,0.35,1.6,0.0,0.0,0.0,0.0,0.0,630.0,PASS
69.6,10.5,0.0,18.0,1.0,0.04,0.0,0.5,0.0,0.0,0.0,0.0,0.35,0.0,652.4829777576033,PASS
74.3,4.0,0.0,16.0,0.75,0.035,0.3,0.35,4.0,0.0,0.0,0.0,0.0,0.225,652.4829777576033,PASS
53.65,18.0,0.0,20.0,0.5,0.01,6.5,0.35,0.75,0.0,0.0,0.0,0.0,0.0,750.0,PASS
69.45,10.5,0.0,18.0,1.0,0.04,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,620.0,PASS
68.45,10.5,0.0,19.0,0.75,0.035,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.5,510.0,PASS
52.9,18.5,0.0,20.0,0.6,0.01,6.5,0.5,0.75,0.0,0.0,0.0,0.0,0.0,560.0,PASS
43.55,33.5,0.0,21.5,0.5,0.015,0.0,0.35,0.0,0.3,0.0,0.0,0.3,0.0,510.0,PASS
68.9,8.5,0.0,18.5,1.75,0.0175,0.0,0.5,1.75,0.0,0.0,0.0,0.0,0.0,550.0,PASS
35.95,31.0,0.0,27.0,1.0,0.01,3.5,0.35,1.1,0.0,0.0,0.0,0.0,0.0,620.0,PASS
45.95,17.5,0.0,25.0,6.0,0.015,4.5,0.5,0.0,0.0,0.0,0.0,0.0,0.075,880.0,PASS
67.4,9.5,0.0,18.0,1.0,0.02,0.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
73.85,7.15,0.0,17.0,0.5,0.045,0.0,0.35,0.0,1.1,0.0,0.0,0.0,0.0,652.4829777576033,PASS
